# U,mu,nA_up, nA_dn, nB_up, nB_dn, ms, mf, ntotal,mu,cint,dnA_up, dnA_dn, dnB_up, dnB_dn,loop
1.4  1.10764   0.32455	0.32455	0.675451	0.675451	0	0	2   1.10764	0	7.40583e-06	7.40583e-06	1.3958e-06	1.3958e-06	2000
1.42  1.1177   0.325749	0.325749	0.674213	0.674213	0	0	1.99992   1.1177	0	9.17541e-10	9.17541e-10	9.19718e-10	9.19718e-10	182
1.44  1.12759   0.326966	0.326966	0.672988	0.672988	0	0	1.99991   1.12759	0	4.02893e-10	4.02893e-10	4.04622e-10	4.04622e-10	182
1.46  1.1379   0.328131	0.328131	0.671867	0.671867	0	0	2   1.1379	0	4.30908e-06	4.30908e-06	4.91457e-07	4.91457e-07	2000
1.48  1.14788   0.32934	0.32934	0.67063	0.67063	0	0	1.99994   1.14788	0	4.16491e-10	4.16491e-10	4.23317e-10	4.23317e-10	195
1.5  1.15815   0.330488	0.330488	0.669509	0.669509	0	0	1.99999   1.15815	0	5.56665e-06	5.56665e-06	3.21598e-07	3.21598e-07	2000
1.52  1.16769   0.331614	0.331614	0.668356	0.668356	0	0	1.99994   1.16769	0	5.19786e-10	5.19786e-10	5.29986e-10	5.29986e-10	172
1.54  1.17806   0.332749	0.332749	0.667213	0.667213	0	0	1.99992   1.17806	0	4.99638e-10	4.99638e-10	4.97633e-10	4.97633e-10	185
1.56  1.18816   0.33387	0.33387	0.666127	0.666127	0	0	1.99999   1.18816	0	1.63561e-05	1.63561e-05	2.63798e-06	2.63798e-06	2000
1.58  1.19803   0.33492	0.33492	0.665034	0.665034	0	0	1.99991   1.19803	0	7.75234e-10	7.75234e-10	6.24446e-10	6.24446e-10	194
1.6  1.20833   0.336047	0.336047	0.663959	0.663959	0	0	2.00001   1.20833	0	5.53927e-06	5.53927e-06	1.5208e-05	1.5208e-05	2000
1.7  1.25844   0.341259	0.341259	0.658741	0.658741	0	0	2   1.25844	0	1.1207e-06	1.1207e-06	4.50257e-07	4.50257e-07	2000
1.8  1.30849   0.346118	0.346118	0.653873	0.653873	0	0	1.99998   1.30849	0	3.1251e-07	3.1251e-07	4.50605e-06	4.50605e-06	2000
1.9  1.35893   0.350689	0.350689	0.649309	0.649309	0	0	2   1.35893	0	1.09011e-05	1.09011e-05	7.19407e-07	7.19407e-07	2000
2  1.40912   0.355042	0.355042	0.64496	0.64496	0	0	2   1.40912	0	1.04441e-11	1.04441e-11	1.04441e-11	1.04441e-11	2000
2.1  1.45917   0.359103	0.359103	0.64092	0.64092	0	0	2.00005   1.45917	0	2.44671e-06	2.44671e-06	1.66512e-05	1.66512e-05	2000
2.2  1.50934   0.362968	0.362968	0.637033	0.637033	0	0	2   1.50934	0	9.50751e-06	9.50751e-06	1.86872e-07	1.86872e-07	2000
2.3  1.55961   0.366649	0.366649	0.63335	0.63335	0	0	2   1.55961	0	8.13649e-06	8.13649e-06	2.61998e-06	2.61998e-06	2000
2.4  1.61003   0.37013	0.37013	0.629871	0.629871	0	0	2   1.61003	0	4.5235e-06	4.5235e-06	3.86694e-06	3.86694e-06	2000
2.5  1.65969   0.37337	0.37337	0.626627	0.626627	0	0	1.99999   1.65969	0	4.79368e-06	4.79368e-06	7.55759e-06	7.55759e-06	2000
2.6  1.71006   0.376519	0.376519	0.623483	0.623483	0	0	2   1.71006	0	1.41547e-09	1.41547e-09	1.41544e-09	1.41544e-09	2000
2.7  1.76049   0.379532	0.379532	0.620465	0.620465	0	0	1.99999   1.76049	0	1.09768e-06	1.09768e-06	1.76949e-05	1.76949e-05	2000
3  1.91005   0.387578	0.387578	0.612424	0.612424	0	0	2   1.91005	0	7.31958e-10	7.31958e-10	7.4021e-10	7.4021e-10	2000
3.1  1.96059   0.390094	0.390094	0.609902	0.609902	0	0	1.99999   1.96059	0	9.89143e-06	9.89143e-06	8.62e-07	8.62e-07	2000
3.2  2.01049   0.392431	0.392431	0.60757	0.60757	0	0	2   2.01049	0	9.61879e-07	9.61879e-07	6.95806e-07	6.95806e-07	2000
3.3  2.0607   0.394715	0.394715	0.605286	0.605286	0	0	2   2.0607	0	6.82458e-06	6.82458e-06	9.34587e-06	9.34587e-06	2000
3.4  2.11068   0.396883	0.396883	0.603113	0.603113	0	0	1.99999   2.11068	0	5.13108e-07	5.13108e-07	1.38864e-06	1.38864e-06	2000
3.5  2.16099   0.398978	0.398978	0.601025	0.601025	0	0	2.00001   2.16099	0	5.35102e-06	5.35102e-06	1.76014e-06	1.76014e-06	2000
3.6  2.21079   0.400959	0.400959	0.599039	0.599039	0	0	1.99999   2.21079	0	5.16194e-07	5.16194e-07	2.5266e-06	2.5266e-06	2000
3.7  2.26088   0.402894	0.402894	0.597108	0.597108	0	0	2   2.26088	0	7.90731e-07	7.90731e-07	6.30198e-06	6.30198e-06	2000
3.8  2.31121   0.404756	0.404756	0.595243	0.595243	0	0	2   2.31121	0	5.41575e-07	5.41575e-07	3.65046e-06	3.65046e-06	2000
